grant_id,post_id,award_date,award_year,organization,title,amount_usd,focus_areas,funding_type,url
grants-14394-0,14394,2023-02-08,2023,WorkStream Business Systems,EA Operations and Leadership Fellowships,14000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/workstream-business-systems-ea-operations-and-leadership-fellowships/
grants-14868-0,14868,2023-02-08,2023,Federation of American Scientists,High-Skilled Immigration Reform (Predates Fund),352150.0,Abundance & Growth; Innovation Policy,Grants,https://coefficientgiving.org/grants/federation-of-american-scientists-high-skilled-immigration-reform/
grants-14872-0,14872,2023-02-08,2023,Good Judgment Inc.,H5N1 Forecasts (Contract),150000.0,Forecasting,Grants,https://coefficientgiving.org/grants/good-judgment-inc-h5n1-forecasts/
grants-13741-0,13741,2023-02-09,2023,Animal Ethics,Longtermist Animal Welfare Research,6100.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/animal-ethics-longtermist-animal-welfare-research/
grants-13986-0,13986,2023-02-09,2023,Founders Pledge,General Support,2250000.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/founders-pledge-general-support-2023/
grants-14141-0,14141,2023-02-10,2023,Effective Altruism Funds,Long-Term Future and Infrastructure Fund Regranting,3150000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/effective-altruism-funds-long-term-future-and-infrastructure-fund-regranting/
grants-14719-0,14719,2023-02-13,2023,Alignment Research Engineer Accelerator,AI Safety Technical Program,18800.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/alignment-research-engineer-accelerator-ai-safety-technical-program/
grants-13491-0,13491,2023-02-14,2023,Compromiso Verde,Cage-Free Campaigns in Peru,336000.0,Cage-Free Reforms; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/compromiso-verde-cage-free-campaigns-in-peru/
grants-26276-0,26276,2023-02-14,2023,YIMBY Alliance,Pro-Housing Advocacy (Predates Fund),671830.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/yimby-alliance-pro-housing-advocacy/
grants-13855-0,13855,2023-02-15,2023,International Bank for Reconstruction and Development,Air Quality in the Indo-Gangetic Plain,1999999.0,Air Quality,Grants,https://coefficientgiving.org/grants/ibrd-air-quality-in-the-indo-gangetic-plain/
grants-13744-0,13744,2023-02-16,2023,Cambridge Boston Alignment Initiative,MIT Office Space,143751.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/cambridge-boston-alignment-initiative-mit-office-space/
grants-13763-0,13763,2023-02-16,2023,Cornell University,AI Safety Research (Lionel Levine),342645.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/cornell-university-ai-safety-research/
grants-15652-0,15652,2023-02-16,2023,Brian Christian,Psychology Research,37903.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/brian-christian-psychology-research/
grants-13278-0,13278,2023-02-17,2023,Longview Philanthropy,Far-UVC Event,165000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/longview-philanthropy-far-uvc-event-2023/
grants-13736-0,13736,2023-02-18,2023,Probably Good,Career Advice,455800.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/probably-good-career-advice-2023/
grants-13992-0,13992,2023-02-22,2023,Giving What We Can,General Support,2361905.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/giving-what-we-can-general-support-2/
grants-14147-0,14147,2023-02-22,2023,Epoch,AI Worldview Investigations,188558.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/epoch-ai-worldview-investigations/
grants-14225-0,14225,2023-02-22,2023,Effective Ventures Foundation USA,General Support,2750000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/effective-ventures-foundation-usa-general-support/
grants-14429-0,14429,2023-02-22,2023,University of Tuebingen,Adversarial Robustness Research (Matthias Bethge),575000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/university-of-tuebingen-adversarial-robustness-research/
grants-13954-0,13954,2023-02-24,2023,OBRAZ,Broiler Chicken Welfare in Czechia,350000.0,Broiler Chicken Welfare; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/obraz-broiler-chicken-welfare-in-czechia/
grants-13448-0,13448,2023-02-26,2023,Legal Priorities Project,Litigation Research,34000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/legal-priorities-project-litigation-research/
grants-13696-0,13696,2023-02-28,2023,Longview Philanthropy,AI Policy Development at the OECD,770076.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/longview-philanthropy-ai-policy-development-at-the-oecd/
grants-13730-0,13730,2023-02-28,2023,Successif,Career Advising,778570.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/successif-career-advising/
grants-13747-0,13747,2023-03-01,2023,Compassion in World Farming USA,Implementation of Corporate Pledges,550000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/compassion-in-world-farming-usa-implementation-of-corporate-pledges-2023/
grants-14384-0,14384,2023-03-01,2023,Wageningen University,Wild-Caught Fish Welfare,330566.0,Farm Animal Welfare; Fish Welfare,Grants,https://coefficientgiving.org/grants/wageningen-university-wild-caught-fish-welfare/
grants-13477-0,13477,2023-03-03,2023,Sightsavers,Deworming Programs,11195955.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/sightsavers-deworming-programs-2023/
grants-15563-0,15563,2023-03-03,2023,"California State University, San José",AI Research (Yan Zhang),39000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/san-jose-state-university-ai-research/
grants-14260-0,14260,2023-03-05,2023,University of Southern California,Preterm Births Research,114353.0,Human Health and Wellbeing; Maternal and Newborn Health; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/university-of-southern-california-preterm-births-research/
grants-13709-0,13709,2023-03-06,2023,Humane Society International,Farm Animal Welfare in Europe,1032550.0,Farm Animal Welfare; Farm Animal Welfare in Europe,Grants,https://coefficientgiving.org/grants/humane-society-international-farm-animal-welfare-in-europe/
grants-14205-0,14205,2023-03-06,2023,ARCED Foundation,Bangladeshi Brick Kilns Governance RCT (Contract),281000.0,Air Quality,Grants,https://coefficientgiving.org/grants/arced-foundation-bangladeshi-brick-kilns-governance-rct/
grants-14839-0,14839,2023-03-07,2023,Government Relations Group,Scoping Work for Japan-Korea Aid Dialogues (Contract),86250.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/government-relations-group-scoping-work-for-japan-korea-aid-dialogues/
grants-13483-0,13483,2023-03-08,2023,Malaria Consortium,Seasonal Malaria Chemoprevention Programs,61443812.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/malaria-consortium-seasonal-malaria-chemoprevention-programs-2023/
grants-14151-0,14151,2023-03-08,2023,High Impact Professionals,General Support,200000.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/high-impact-professionals-general-support/
grants-14159-0,14159,2023-03-08,2023,Principles of Intelligent Behavior in Biological and Social Systems,AI Safety Summer Fellowship,239000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/principles-of-intelligent-behavior-in-biological-and-social-systems-ai-safety-summer-fellowship/
grants-14222-0,14222,2023-03-08,2023,Gordon Research Conferences,Genetic Biocontrol Conference,25000.0,Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/gordon-research-conferences-genetic-biocontrol-conference/
grants-13567-0,13567,2023-03-09,2023,Global Challenges Project,General Support,687589.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/global-challenges-project-general-support/
grants-13688-0,13688,2023-03-09,2023,Fundación Veg,Farm Animal Welfare in Chile and Colombia,250000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/vegetarianos-hoy-farm-animal-welfare-in-chile-and-colombia/
grants-14340-0,14340,2023-03-09,2023,Effective Ventures Foundation USA,Support for What We Owe The Future,75617.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/effective-ventures-foundation-usa-support-for-what-we-owe-the-future/
grants-14464-0,14464,2023-03-09,2023,Evotec,Henipavirus Antivirals,1830588.0,Infectious Diseases; Science and Global Health R&D; Science Supporting Biosecurity and Pandemic Preparedness; Transformative Science,Grants,https://coefficientgiving.org/grants/evotec-henipavirus-antivirals/
grants-14842-0,14842,2023-03-09,2023,Cambridge Effective Altruism,AI Safety Labs,25239.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/cambridge-effective-altruism-ai-safety-labs/
grants-28229-0,28229,2023-03-12,2023,Center for Global Development,Lead Exposure Research,75000.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/lead-exposure-research-2/
grants-14155-0,14155,2023-03-13,2023,Amaya Albalat,Research on Electrical Stunning,146812.0,Farm Animal Welfare; Fish Welfare,Grants,https://coefficientgiving.org/grants/university-of-stirling-research-on-electrical-stunning/
grants-14202-0,14202,2023-03-14,2023,cFactual,Consulting Services,105000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/cfactual-consulting-services/
grants-14336-0,14336,2023-03-14,2023,FAR AI,FAR Labs Office Space,280000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/far-ai-far-labs-office-space/
grants-18344-0,18344,2023-03-14,2023,PATH,Malaria Vaccine Trial,1841687.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/path-malaria-vaccine-trial-2022/
grants-13082-0,13082,2023-03-15,2023,,Support for Career Transition Plans,753162.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/support-for-career-transition-plans/
grants-14329-0,14329,2023-03-15,2023,Institute for Progress,General Support (Predates Fund),9341660.0,Abundance & Growth; Innovation Policy,Grants,https://coefficientgiving.org/grants/institute-for-progress-general-support-2023/
grants-14348-0,14348,2023-03-16,2023,Compassion in World Farming,Farm Animal Welfare in Asia and Latin America,573882.0,Broiler Chicken Welfare; Cage-Free Reforms; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/compassion-in-world-farming-farm-animal-welfare-in-asia-and-latin-america/
grants-15080-0,15080,2023-03-16,2023,University of Toronto,Social Science Prediction Platform,40000.0,Forecasting,Grants,https://coefficientgiving.org/grants/university-of-toronto-social-science-prediction-platform/
grants-15525-0,15525,2023-03-16,2023,California YIMBY,General Support (Predates Fund),3000000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/california-yimby-general-support-2023/
grants-15431-0,15431,2023-03-17,2023,Forecasting Research Institute,AI Forecasting Project,150000.0,Forecasting,Grants,https://coefficientgiving.org/grants/forecasting-research-institute-ai-forecasting-project/
grants-14333-0,14333,2023-03-18,2023,World Heart Federation,Rheumatic Heart Disease Congress,200000.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/world-heart-federation-rheumatic-heart-disease-congress/
grants-14249-0,14249,2023-03-20,2023,Stanford University,Biosecurity Workshop,198000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/stanford-university-biosecurity-workshop/
grants-14860-0,14860,2023-03-20,2023,Cambridge Boston Alignment Initiative,AI Safety Field-Building,387741.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/cambridge-boston-alignment-initiative-ai-safety-field-building/
grants-13770-0,13770,2023-03-21,2023,Respirer Living Sciences,National Clean Air Programme Tracker (Contract),572000.0,Air Quality,Grants,https://coefficientgiving.org/grants/respirer-living-sciences-national-clean-air-programme-tracker/
grants-14879-0,14879,2023-03-21,2023,Eleanor Crook Foundation,Global Malnutrition Regranting,25000000.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/eleanor-crook-foundation-global-malnutrition-regranting/
grants-14992-0,14992,2023-03-21,2023,University of Illinois,AI Alignment Research (Ben Levinstein),80000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/university-of-illinois-ai-alignment-research/
grants-14413-0,14413,2023-03-22,2023,Beth Israel Deaconess Medical Center,Long COVID Therapy Trial,1800000.0,Human Health and Wellbeing; Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/beth-israel-deaconess-medical-center-long-covid-therapy-trial/
grants-15521-0,15521,2023-03-22,2023,Abundant Housing Massachusetts,General Support (Predates Fund),600000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/abundant-housing-massachusetts-general-support-2/
grants-15043-0,15043,2023-03-23,2023,Harvard University,Political Polarization App,100000.0,Other Areas,Grants,https://coefficientgiving.org/grants/harvard-university-political-polarization-app/
grants-14213-0,14213,2023-03-24,2023,ProVeg International,Innovation Competitions for Alternative Proteins,384000.0,Alternatives to Animal Products; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/proveg-international-innovation-competitions-for-alternative-proteins/
grants-14406-0,14406,2023-03-27,2023,Çiftlik Hayvanlarını Koruma Derneği,Farm Animal Welfare in Turkey,530800.0,Cage-Free Reforms; Farm Animal Welfare; Fish Welfare,Grants,https://coefficientgiving.org/grants/ciftlik-hayvanlarini-koruma-dernegi-farm-animal-welfare-in-turkey/
grants-14417-0,14417,2023-03-28,2023,Center for Global Development,Lead Exposure Research,75000.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/center-for-global-development-lead-exposure-research/
